1;arms_factory;2712.00;10.10;1993.00;3.30;0
1;arms_factory;996.00;9.90;1513.00;5.96;0
1;arms_factory;2708.00;10.10;1998.00;2.70;0
1;arms_factory;2707.00;10.10;2002.00;3.90;0
1;arms_factory;2696.00;10.10;1999.00;1.74;0
1;arms_factory;2701.00;10.10;2008.00;4.41;0
1;industrial_complex;2697.00;10.10;2004.00;5.97;0
1;industrial_complex;2697.00;10.10;2009.00;2.35;0
1;industrial_complex;2707.00;10.10;1993.00;0.19;0
1;industrial_complex;2703.00;10.10;1994.00;1.39;0
1;industrial_complex;2698.00;10.10;1998.00;4.42;0
1;industrial_complex;2718.00;10.10;1998.00;2.26;0
1;air_base;2716.00;10.10;2002.00;4.92;0
1;naval_base;990.00;9.65;1506.00;-0.38;16396
1;bunker;2710.00;10.10;2008.00;2.86;0
1;bunker;997.00;9.95;1512.00;0.70;0
1;coastal_bunker;992.00;9.65;1505.00;-0.38;0
1;dockyard;992.00;9.50;1504.00;-0.38;0
1;anti_air_building;2720.00;10.10;1997.00;1.31;0
1;anti_air_building;2708.00;10.10;1998.00;3.97;0
1;anti_air_building;2711.00;10.10;2002.00;0.35;0
1;synthetic_refinery;2704.00;10.10;2003.00;3.37;0
1;fuel_silo;2701.00;10.10;2008.00;6.04;0
1;radar_station;2694.00;10.10;1996.00;3.93;0
1;rocket_site;997.00;10.05;1510.00;0.26;0
1;nuclear_reactor;2706.00;10.10;1993.00;0.36;0
2;arms_factory;503.00;10.15;1830.00;2.70;0
2;arms_factory;526.00;9.93;1830.00;3.90;0
2;arms_factory;499.00;10.10;1834.00;1.74;0
2;arms_factory;526.00;10.05;1835.00;4.41;0
2;arms_factory;502.00;10.18;1837.00;5.97;0
2;arms_factory;476.00;9.93;1809.00;2.35;0
2;industrial_complex;509.00;9.98;1844.00;0.19;0
2;industrial_complex;485.00;10.03;1817.00;1.39;0
2;industrial_complex;519.00;10.13;1818.00;4.42;0
2;industrial_complex;488.00;10.00;1824.00;2.26;0
2;industrial_complex;512.00;10.95;1823.00;4.92;0
2;industrial_complex;493.00;10.35;1830.00;0.19;0
2;air_base;522.00;10.03;1826.00;2.86;0
2;naval_base;508.00;9.50;1817.00;0.54;15688
2;naval_base;480.00;9.68;1821.00;-2.94;16603
2;naval_base;530.00;9.68;1830.00;0.90;15688
2;naval_base;495.00;9.78;1838.00;-2.78;16603
2;naval_base;465.00;10.05;1810.00;-1.11;16409
2;naval_base;504.00;9.70;1846.00;-2.55;16603
2;bunker;505.00;9.98;1842.00;3.37;0
2;bunker;516.00;10.65;1827.00;6.04;0
2;bunker;489.00;10.05;1824.00;2.42;0
2;bunker;523.00;10.23;1829.00;0.26;0
2;bunker;501.00;10.18;1824.00;0.36;0
2;bunker;476.00;10.03;1808.00;4.48;0
2;coastal_bunker;528.00;9.50;1828.00;0.90;0
2;coastal_bunker;523.00;10.03;1824.00;0.54;0
2;coastal_bunker;484.00;9.50;1826.00;-2.94;0
2;coastal_bunker;462.00;9.70;1808.00;-1.11;0
2;coastal_bunker;496.00;9.50;1818.00;0.28;0
2;coastal_bunker;508.00;10.32;1848.00;-2.55;0
2;dockyard;504.00;9.65;1843.00;-2.55;0
2;anti_air_building;514.00;10.32;1844.00;1.38;0
2;anti_air_building;485.00;10.03;1825.00;4.04;0
2;anti_air_building;519.00;10.10;1819.00;5.60;0
2;synthetic_refinery;494.00;10.38;1824.00;3.44;0
2;fuel_silo;505.00;10.05;1824.00;4.64;0
2;radar_station;501.00;10.13;1827.00;2.24;0
2;rocket_site;515.00;10.48;1830.00;4.05;0
2;nuclear_reactor;520.00;10.18;1832.00;0.43;0
3;arms_factory;530.00;10.23;1864.00;1.74;0
3;arms_factory;536.00;10.65;1865.00;4.41;0
3;arms_factory;485.00;10.07;1873.00;5.97;0
3;arms_factory;539.00;10.10;1870.00;2.35;0
3;arms_factory;532.00;10.20;1862.00;0.19;0
3;arms_factory;525.00;10.05;1857.00;1.39;0
3;industrial_complex;537.00;10.55;1873.00;4.42;0
3;industrial_complex;513.00;10.38;1870.00;2.26;0
3;industrial_complex;536.00;10.10;1862.00;4.92;0
3;industrial_complex;521.00;10.53;1876.00;0.19;0
3;industrial_complex;533.00;10.78;1884.00;2.86;0
3;industrial_complex;514.00;10.45;1878.00;0.70;0
3;air_base;530.00;10.48;1888.00;1.91;0
3;naval_base;538.00;10.00;1862.00;0.00;16603
3;naval_base;525.00;9.50;1856.00;-0.12;16603
3;naval_base;481.00;9.75;1876.00;-1.82;16996
3;naval_base;533.00;9.93;1858.00;0.09;16603
3;bunker;525.00;10.43;1883.00;3.37;0
3;bunker;544.00;10.18;1866.00;6.04;0
3;bunker;526.00;10.55;1865.00;2.42;0
3;bunker;512.00;10.15;1876.00;0.26;0
3;bunker;548.00;10.13;1883.00;0.36;0
3;coastal_bunker;504.00;9.50;1861.00;-0.95;0
3;coastal_bunker;533.00;9.93;1858.00;0.09;0
3;coastal_bunker;545.00;9.50;1862.00;0.00;0
3;coastal_bunker;522.00;9.68;1858.00;-0.12;0
3;dockyard;522.00;9.50;1856.00;-0.12;0
3;anti_air_building;543.00;10.10;1879.00;5.59;0
3;anti_air_building;496.00;9.93;1871.00;0.87;0
3;anti_air_building;528.00;10.28;1876.00;4.99;0
3;synthetic_refinery;481.00;10.07;1873.00;1.38;0
3;fuel_silo;537.00;10.43;1885.00;4.04;0
3;radar_station;516.00;10.32;1874.00;0.07;0
3;rocket_site;528.00;9.93;1856.00;3.44;0
3;nuclear_reactor;534.00;10.25;1862.00;4.64;0
4;arms_factory;555.00;10.10;1897.00;5.97;0
4;arms_factory;547.00;10.07;1916.00;2.35;0
4;arms_factory;554.00;10.18;1900.00;0.19;0
4;arms_factory;535.00;10.45;1912.00;1.39;0
4;arms_factory;541.00;10.35;1899.00;4.42;0
4;arms_factory;555.00;10.13;1894.00;2.26;0
4;industrial_complex;547.00;10.10;1910.00;4.92;0
4;industrial_complex;525.00;10.55;1892.00;0.19;0
4;industrial_complex;537.00;10.45;1908.00;2.86;0
4;industrial_complex;538.00;10.40;1896.00;0.70;0
4;industrial_complex;548.00;10.13;1906.00;1.91;0
4;industrial_complex;528.00;10.53;1901.00;4.93;0
4;air_base;545.00;10.10;1909.00;1.31;0
4;naval_base;534.00;10.35;1921.00;-2.27;15322
4;bunker;552.00;10.40;1892.00;0.35;0
4;bunker;525.00;10.55;1902.00;3.37;0
4;bunker;543.00;9.95;1912.00;6.04;0
4;coastal_bunker;536.00;9.50;1924.00;-2.27;0
4;dockyard;537.00;9.75;1924.00;-2.27;0
4;anti_air_building;548.00;10.07;1904.00;0.36;0
4;anti_air_building;558.00;10.00;1898.00;4.48;0
4;anti_air_building;541.00;9.90;1918.00;0.86;0
4;synthetic_refinery;521.00;10.68;1897.00;3.88;0
4;fuel_silo;521.00;10.85;1892.00;5.09;0
4;radar_station;540.00;10.10;1907.00;3.47;0
4;rocket_site;540.00;10.05;1911.00;5.59;0
4;nuclear_reactor;545.00;9.95;1913.00;0.87;0
5;arms_factory;511.00;10.35;1907.00;0.19;0
5;arms_factory;516.00;10.73;1913.00;1.39;0
5;arms_factory;505.00;10.43;1882.00;4.42;0
5;arms_factory;526.00;10.57;1914.00;2.26;0
5;arms_factory;516.00;10.82;1884.00;4.92;0
5;arms_factory;514.00;10.45;1910.00;0.19;0
5;industrial_complex;511.00;10.38;1888.00;2.86;0
5;industrial_complex;522.00;10.53;1911.00;0.70;0
5;industrial_complex;514.00;11.10;1917.00;1.91;0
5;industrial_complex;531.00;10.68;1912.00;4.93;0
5;industrial_complex;508.00;10.23;1881.00;1.31;0
5;industrial_complex;513.00;10.25;1898.00;3.97;0
5;air_base;515.00;10.85;1883.00;0.35;0
5;naval_base;508.00;9.50;1905.00;-1.29;16996
5;naval_base;508.00;10.10;1888.00;-1.57;16996
5;bunker;508.00;10.25;1911.00;2.42;0
5;bunker;502.00;10.30;1883.00;0.26;0
5;coastal_bunker;491.00;9.50;1905.00;-1.29;0
5;coastal_bunker;504.00;10.03;1885.00;-1.57;0
5;dockyard;507.00;9.78;1910.00;-1.29;0
5;anti_air_building;514.00;10.78;1913.00;3.88;0
5;anti_air_building;516.00;10.80;1902.00;5.09;0
5;anti_air_building;524.00;10.68;1914.00;2.93;0
5;synthetic_refinery;496.00;10.07;1878.00;5.59;0
5;fuel_silo;509.00;10.75;1916.00;0.87;0
5;radar_station;509.00;10.00;1899.00;4.18;0
5;rocket_site;516.00;10.65;1907.00;1.38;0
5;nuclear_reactor;512.00;10.05;1892.00;4.04;0
6;arms_factory;500.00;9.98;1924.00;4.42;0
6;arms_factory;499.00;9.90;1922.00;2.26;0
6;arms_factory;501.00;10.05;1923.00;4.92;0
6;arms_factory;503.00;10.05;1924.00;0.19;0
6;arms_factory;501.00;10.00;1922.00;2.86;0
6;arms_factory;504.00;10.05;1923.00;0.70;0
6;industrial_complex;499.00;9.90;1920.00;1.91;0
6;industrial_complex;504.00;9.95;1922.00;4.93;0
6;industrial_complex;500.00;9.98;1924.00;1.31;0
6;industrial_complex;502.00;9.93;1920.00;3.97;0
6;industrial_complex;500.00;10.00;1923.00;0.35;0
6;industrial_complex;503.00;9.90;1918.00;3.37;0
6;air_base;505.00;9.98;1920.00;6.04;0
6;naval_base;496.00;9.90;1922.00;-3.14;15322
6;bunker;504.00;9.90;1919.00;0.26;0
6;coastal_bunker;498.00;9.50;1920.00;-0.59;0
6;dockyard;498.00;9.50;1920.00;-0.59;0
6;anti_air_building;501.00;9.90;1920.00;0.86;0
6;anti_air_building;503.00;9.93;1921.00;3.88;0
6;anti_air_building;502.00;9.90;1918.00;5.09;0
6;synthetic_refinery;504.00;9.93;1920.00;2.93;0
6;fuel_silo;498.00;9.90;1923.00;5.59;0
6;radar_station;501.00;10.00;1922.00;2.70;0
6;rocket_site;499.00;9.90;1922.00;4.99;0
6;nuclear_reactor;501.00;10.05;1923.00;1.38;0
7;arms_factory;501.00;9.90;1960.00;4.92;0
7;arms_factory;497.00;10.15;1953.00;0.19;0
7;arms_factory;498.00;10.65;1956.00;2.86;0
7;arms_factory;500.00;10.40;1958.00;0.70;0
7;arms_factory;497.00;10.28;1954.00;1.91;0
7;arms_factory;497.00;10.48;1955.00;4.93;0
7;industrial_complex;499.00;10.60;1957.00;1.31;0
7;industrial_complex;497.00;10.15;1953.00;3.97;0
7;industrial_complex;496.00;10.20;1954.00;0.35;0
7;industrial_complex;499.00;10.32;1958.00;3.37;0
7;industrial_complex;496.00;10.13;1952.00;6.04;0
7;industrial_complex;496.00;10.25;1953.00;2.42;0
7;air_base;498.00;10.48;1957.00;0.26;0
7;naval_base;497.00;9.50;1958.00;-1.57;15474
7;bunker;496.00;10.20;1954.00;4.48;0
7;coastal_bunker;503.00;10.25;1958.00;-1.57;0
7;dockyard;497.00;10.45;1956.00;-1.57;0
7;anti_air_building;495.00;10.38;1953.00;5.09;0
7;anti_air_building;496.00;10.15;1955.00;2.93;0
7;anti_air_building;500.00;10.13;1959.00;5.59;0
7;synthetic_refinery;494.00;10.38;1952.00;0.87;0
7;fuel_silo;500.00;10.38;1955.00;4.99;0
7;radar_station;498.00;10.65;1956.00;0.84;0
7;rocket_site;501.00;10.50;1958.00;4.04;0
7;nuclear_reactor;498.00;10.28;1954.00;5.60;0
8;arms_factory;411.00;10.28;1882.00;2.86;0
8;arms_factory;414.00;10.05;1894.00;0.70;0
8;arms_factory;394.00;10.13;1884.00;1.91;0
8;arms_factory;425.00;10.07;1895.00;4.93;0
8;arms_factory;416.00;10.25;1886.00;1.31;0
8;arms_factory;396.00;9.95;1873.00;3.97;0
8;industrial_complex;431.00;10.05;1893.00;0.35;0
8;industrial_complex;430.00;9.93;1898.00;3.37;0
8;industrial_complex;409.00;10.35;1889.00;6.04;0
8;industrial_complex;373.00;10.07;1866.00;2.42;0
8;industrial_complex;424.00;9.93;1886.00;0.26;0
8;industrial_complex;406.00;10.15;1879.00;0.36;0
8;air_base;396.00;10.15;1876.00;4.48;0
8;naval_base;431.00;9.98;1886.00;0.46;15686
8;naval_base;388.00;10.03;1868.00;1.57;15810
8;naval_base;394.00;9.75;1872.00;0.79;15810
8;naval_base;411.00;9.65;1880.00;0.73;15810
8;naval_base;420.00;9.50;1882.00;0.00;15810
8;bunker;401.00;10.25;1883.00;0.87;0
8;bunker;425.00;10.40;1902.00;4.99;0
8;bunker;376.00;10.00;1865.00;1.38;0
8;bunker;394.00;10.07;1876.00;4.04;0
8;bunker;440.00;9.90;1885.00;5.60;0
8;coastal_bunker;431.00;9.93;1885.00;0.46;0
8;coastal_bunker;415.00;9.73;1882.00;0.73;0
8;coastal_bunker;420.00;9.50;1882.00;0.00;0
8;coastal_bunker;390.00;9.73;1874.00;0.79;0
8;coastal_bunker;366.00;10.07;1862.00;-0.79;0
8;dockyard;439.00;9.50;1884.00;0.46;0
8;anti_air_building;421.00;10.05;1902.00;6.11;0
8;anti_air_building;400.00;10.07;1892.00;3.95;0
8;anti_air_building;378.00;10.13;1870.00;5.16;0
8;synthetic_refinery;427.00;10.15;1891.00;3.00;0
8;fuel_silo;400.00;10.38;1884.00;4.56;0
8;radar_station;404.00;10.18;1883.00;1.02;0
8;rocket_site;430.00;10.00;1888.00;3.60;0
8;nuclear_reactor;419.00;10.05;1897.00;1.44;0
9;arms_factory;638.00;9.90;1898.00;1.91;0
9;arms_factory;654.00;9.90;1900.00;4.93;0
9;arms_factory;644.00;9.90;1895.00;1.31;0
9;arms_factory;637.00;9.93;1908.00;3.97;0
9;arms_factory;661.00;9.90;1902.00;0.35;0
9;arms_factory;654.00;9.98;1883.00;3.37;0
9;industrial_complex;654.00;9.90;1898.00;6.04;0
9;industrial_complex;647.00;9.93;1902.00;2.42;0
9;industrial_complex;662.00;9.90;1894.00;0.26;0
9;industrial_complex;652.00;9.98;1908.00;0.36;0
9;industrial_complex;632.00;9.90;1900.00;4.48;0
9;industrial_complex;655.00;9.95;1884.00;0.86;0
9;air_base;647.00;10.00;1899.00;3.88;0
9;naval_base;636.00;9.90;1908.00;-2.68;16710
9;naval_base;669.00;9.90;1889.00;1.57;16627
9;naval_base;656.00;10.03;1909.00;-3.46;16627
9;naval_base;670.00;9.90;1895.00;-4.33;16627
9;bunker;638.00;9.90;1897.00;4.99;0
9;bunker;657.00;9.90;1877.00;1.38;0
9;bunker;643.00;10.00;1905.00;4.04;0
9;bunker;664.00;9.90;1903.00;5.60;0
9;bunker;659.00;9.90;1892.00;3.44;0
9;coastal_bunker;660.00;9.90;1876.00;-0.11;0
9;coastal_bunker;661.00;9.93;1908.00;-3.46;0
9;coastal_bunker;649.00;9.90;1910.00;-4.12;0
9;coastal_bunker;670.00;9.90;1895.00;-4.33;0
9;dockyard;650.00;9.93;1910.00;-4.12;0
9;anti_air_building;653.00;9.90;1903.00;6.11;0
9;anti_air_building;645.00;9.90;1896.00;3.95;0
9;anti_air_building;645.00;9.98;1898.00;5.16;0
9;synthetic_refinery;655.00;9.90;1905.00;3.00;0
9;fuel_silo;642.00;10.00;1905.00;4.56;0
9;radar_station;649.00;9.90;1893.00;1.02;0
9;rocket_site;661.00;9.90;1878.00;3.60;0
9;nuclear_reactor;633.00;9.90;1897.00;1.44;0
10;arms_factory;636.00;9.90;1888.00;1.31;0
10;arms_factory;617.00;9.90;1894.00;3.97;0
10;arms_factory;614.00;9.90;1884.00;0.35;0
10;arms_factory;620.00;9.90;1889.00;3.37;0
10;arms_factory;625.00;9.90;1893.00;6.04;0
10;arms_factory;628.00;9.90;1888.00;2.42;0
10;industrial_complex;619.00;10.00;1883.00;0.26;0
10;industrial_complex;620.00;9.95;1886.00;0.36;0
10;industrial_complex;624.00;9.90;1896.00;4.48;0
10;industrial_complex;640.00;10.03;1886.00;0.86;0
10;industrial_complex;626.00;9.98;1880.00;3.88;0
10;industrial_complex;612.00;9.90;1881.00;5.09;0
10;air_base;614.00;9.93;1890.00;2.93;0
10;bunker;630.00;9.90;1891.00;5.59;0
10;bunker;612.00;9.98;1884.00;0.87;0
10;bunker;636.00;10.10;1884.00;4.99;0
10;anti_air_building;618.00;9.93;1885.00;1.38;0
10;anti_air_building;629.00;9.98;1881.00;4.04;0
10;anti_air_building;636.00;10.10;1884.00;5.60;0
10;synthetic_refinery;641.00;9.90;1889.00;3.44;0
10;fuel_silo;626.00;9.90;1893.00;4.64;0
10;radar_station;629.00;9.90;1889.00;2.24;0
10;rocket_site;621.00;9.90;1895.00;4.05;0
10;nuclear_reactor;627.00;9.90;1896.00;0.43;0
11;arms_factory;633.00;10.10;1874.00;0.35;0
11;arms_factory;644.00;9.90;1865.00;3.37;0
11;arms_factory;646.00;9.98;1875.00;6.04;0
11;arms_factory;655.00;9.90;1872.00;2.42;0
11;arms_factory;641.00;10.05;1877.00;0.26;0
11;arms_factory;641.00;9.90;1862.00;0.36;0
11;industrial_complex;654.00;9.90;1874.00;4.48;0
11;industrial_complex;634.00;10.10;1875.00;0.86;0
11;industrial_complex;641.00;9.98;1875.00;3.88;0
11;industrial_complex;646.00;9.90;1873.00;5.09;0
11;industrial_complex;654.00;9.90;1873.00;2.93;0
11;industrial_complex;645.00;9.90;1864.00;5.59;0
11;air_base;640.00;9.93;1872.00;0.87;0
11;naval_base;656.00;9.90;1873.00;1.50;16997
11;naval_base;640.00;9.93;1861.00;1.57;16997
11;bunker;630.00;10.05;1871.00;4.04;0
11;bunker;648.00;10.03;1880.00;5.60;0
11;bunker;645.00;9.90;1865.00;3.44;0
11;coastal_bunker;643.00;9.65;1868.00;1.50;0
11;coastal_bunker;642.00;9.90;1867.00;1.57;0
11;dockyard;634.00;9.90;1859.00;1.50;0
11;anti_air_building;647.00;9.90;1863.00;0.43;0
11;anti_air_building;633.00;10.05;1872.00;3.09;0
11;anti_air_building;628.00;10.10;1876.00;6.11;0
11;synthetic_refinery;635.00;10.07;1876.00;3.95;0
11;fuel_silo;642.00;9.95;1870.00;5.16;0
11;radar_station;640.00;9.93;1872.00;1.78;0
11;rocket_site;645.00;9.95;1874.00;4.56;0
11;nuclear_reactor;653.00;9.90;1872.00;0.94;0
12;arms_factory;634.00;9.90;1837.00;6.04;0
12;arms_factory;635.00;9.90;1842.00;2.42;0
12;arms_factory;632.00;10.03;1856.00;0.26;0
12;arms_factory;608.00;10.00;1846.00;0.36;0
12;arms_factory;631.00;10.25;1853.00;4.48;0
12;arms_factory;626.00;9.90;1861.00;0.86;0
12;industrial_complex;643.00;9.90;1845.00;3.88;0
12;industrial_complex;623.00;9.95;1858.00;5.09;0
12;industrial_complex;639.00;9.90;1842.00;2.93;0
12;industrial_complex;611.00;10.13;1851.00;5.59;0
12;industrial_complex;619.00;9.90;1840.00;0.87;0
12;industrial_complex;618.00;10.00;1848.00;4.99;0
12;air_base;657.00;10.10;1848.00;1.38;0
12;naval_base;633.00;9.50;1835.00;0.59;15370
12;naval_base;660.00;9.50;1846.00;-4.49;16997
12;naval_base;618.00;9.73;1836.00;0.17;15370
12;bunker;638.00;10.05;1845.00;4.64;0
12;bunker;613.00;10.13;1847.00;2.48;0
12;bunker;619.00;10.00;1863.00;4.05;0
12;bunker;631.00;9.90;1837.00;0.43;0
12;bunker;619.00;10.03;1842.00;3.09;0
12;coastal_bunker;659.00;9.90;1854.00;-4.49;0
12;coastal_bunker;618.00;9.73;1836.00;0.17;0
12;coastal_bunker;644.00;9.50;1839.00;0.59;0
12;dockyard;649.00;9.90;1840.00;-4.49;0
12;anti_air_building;632.00;10.10;1852.00;4.56;0
12;anti_air_building;611.00;10.13;1851.00;0.94;0
12;anti_air_building;644.00;10.23;1850.00;3.60;0
12;synthetic_refinery;611.00;9.90;1857.00;1.44;0
12;fuel_silo;656.00;10.13;1848.00;1.55;0
12;radar_station;632.00;10.00;1850.00;6.13;0
12;rocket_site;628.00;10.15;1834.00;2.05;0
12;nuclear_reactor;632.00;10.15;1840.00;4.71;0
13;arms_factory;372.00;10.70;1877.00;0.26;0
13;arms_factory;382.00;10.07;1875.00;0.36;0
13;arms_factory;367.00;10.23;1874.00;4.48;0
13;arms_factory;368.00;10.15;1872.00;0.86;0
13;arms_factory;361.00;10.15;1869.00;3.88;0
13;arms_factory;375.00;9.90;1899.00;5.09;0
13;industrial_complex;371.00;9.98;1896.00;2.93;0
13;industrial_complex;374.00;10.00;1894.00;5.59;0
13;industrial_complex;375.00;10.07;1892.00;0.87;0
13;industrial_complex;365.00;10.13;1891.00;4.99;0
13;industrial_complex;369.00;10.55;1889.00;1.38;0
13;industrial_complex;358.00;9.98;1895.00;4.04;0
13;air_base;360.00;10.07;1892.00;5.60;0
13;naval_base;331.00;9.50;1881.00;-1.07;15632
13;naval_base;350.00;9.50;1858.00;-0.88;15632
13;bunker;356.00;10.05;1887.00;2.48;0
13;bunker;386.00;10.10;1891.00;4.05;0
13;bunker;374.00;10.13;1882.00;0.43;0
13;bunker;367.00;10.23;1891.00;3.09;0
13;coastal_bunker;363.00;10.05;1896.00;-3.05;0
13;coastal_bunker;351.00;9.70;1863.00;-0.88;0
13;dockyard;342.00;10.13;1878.00;-1.07;0
13;anti_air_building;365.00;10.85;1878.00;3.00;0
13;anti_air_building;361.00;10.28;1877.00;4.56;0
13;anti_air_building;357.00;11.07;1876.00;0.94;0
13;synthetic_refinery;360.00;10.30;1875.00;3.60;0
13;fuel_silo;337.00;10.00;1875.00;1.44;0
13;radar_station;363.00;10.18;1880.00;3.19;0
13;rocket_site;340.00;10.00;1873.00;5.67;0
13;nuclear_reactor;341.00;10.00;1872.00;2.05;0
14;arms_factory;399.00;10.55;1901.00;4.48;0
14;arms_factory;392.00;10.43;1902.00;0.86;0
14;arms_factory;405.00;10.10;1902.00;3.88;0
14;arms_factory;359.00;9.90;1922.00;5.09;0
14;arms_factory;383.00;9.90;1922.00;2.93;0
14;arms_factory;379.00;9.90;1903.00;5.59;0
14;industrial_complex;372.00;9.95;1906.00;0.87;0
14;industrial_complex;377.00;9.93;1930.00;4.99;0
14;industrial_complex;390.00;10.00;1930.00;1.38;0
14;industrial_complex;405.00;10.10;1897.00;4.04;0
14;industrial_complex;392.00;9.93;1917.00;5.60;0
14;industrial_complex;383.00;10.07;1918.00;3.44;0
14;air_base;369.00;10.03;1901.00;4.64;0
14;naval_base;362.00;9.95;1907.00;-1.41;15975
14;naval_base;345.00;9.50;1929.00;-1.57;15975
14;bunker;391.00;10.00;1927.00;0.43;0
14;bunker;363.00;9.98;1911.00;3.09;0
14;bunker;402.00;10.18;1901.00;6.11;0
14;coastal_bunker;364.00;9.50;1921.00;-1.57;0
14;coastal_bunker;355.00;9.50;1899.00;-1.41;0
14;dockyard;360.00;9.50;1910.00;-1.41;0
14;anti_air_building;404.00;10.10;1911.00;4.56;0
14;anti_air_building;379.00;9.93;1926.00;0.94;0
14;anti_air_building;392.00;9.98;1926.00;3.60;0
14;synthetic_refinery;360.00;9.95;1927.00;1.44;0
14;fuel_silo;376.00;9.90;1912.00;1.55;0
14;radar_station;377.00;9.90;1917.00;6.13;0
14;rocket_site;397.00;10.48;1904.00;2.05;0
14;nuclear_reactor;395.00;9.98;1908.00;4.71;0
15;arms_factory;416.00;10.25;1906.00;3.88;0
15;arms_factory;434.00;10.10;1919.00;5.09;0
15;arms_factory;441.00;10.28;1909.00;2.93;0
15;arms_factory;430.00;10.03;1917.00;5.59;0
15;arms_factory;426.00;10.07;1925.00;0.87;0
15;arms_factory;446.00;10.20;1906.00;4.99;0
15;industrial_complex;435.00;10.10;1922.00;1.38;0
15;industrial_complex;449.00;10.38;1905.00;4.04;0
15;industrial_complex;417.00;10.10;1910.00;5.60;0
15;industrial_complex;445.00;10.18;1901.00;3.44;0
15;industrial_complex;436.00;10.18;1913.00;4.64;0
15;industrial_complex;414.00;10.18;1918.00;2.48;0
15;air_base;428.00;10.38;1905.00;4.05;0
15;naval_base;451.00;10.23;1922.00;-4.54;15779
15;naval_base;454.00;10.00;1910.00;-4.43;15779
15;bunker;450.00;10.80;1916.00;6.11;0
15;bunker;446.00;10.63;1909.00;3.95;0
15;bunker;426.00;10.35;1909.00;5.16;0
15;coastal_bunker;454.00;10.15;1918.00;-4.54;0
15;coastal_bunker;447.00;9.50;1893.00;0.22;0
15;dockyard;455.00;9.68;1914.00;-4.43;0
15;anti_air_building;437.00;10.23;1901.00;3.60;0
15;anti_air_building;444.00;10.48;1919.00;1.44;0
15;anti_air_building;422.00;10.03;1917.00;1.55;0
15;synthetic_refinery;451.00;10.38;1913.00;5.67;0
15;fuel_silo;420.00;10.10;1914.00;2.05;0
15;radar_station;431.00;10.00;1912.00;5.37;0
15;rocket_site;411.00;10.68;1914.00;1.45;0
15;nuclear_reactor;419.00;10.05;1923.00;4.11;0
16;arms_factory;457.00;10.28;1959.00;2.93;0
16;arms_factory;423.00;10.10;1942.00;5.59;0
16;arms_factory;452.00;10.40;1949.00;0.87;0
16;arms_factory;434.00;10.03;1934.00;4.99;0
16;arms_factory;452.00;10.10;1961.00;1.38;0
16;arms_factory;429.00;10.03;1931.00;4.04;0
